date,region,language,keyword,impressions,clicks,page_load_time_sec,conversions,revenue_usd
2026-02-03,US,EN,affordable athletic footwear,9140,667,9.1,2,188.23
2026-05-29,APAC,ZH,cross-border sports sneakers,11219,472,1.2,7,610.04
2026-05-07,APAC,JP,ランニングシューズ 評価,13713,616,11.18,1,69.5
2026-06-13,US,EN,best marathon sneakers,13001,313,2.03,5,464.95
2026-03-04,US,EN,affordable athletic footwear,1849,101,3.05,1,94.35
2026-02-11,US,EN,buy gym shoes,11325,433,5.22,3,236.55
2026-06-26,APAC,JP,東京 マラソン 靴,17786,554,5.35,2,173.6
2026-03-12,APAC,ZH,耐磨网球鞋,16296,801,2.31,6,624.35
2026-03-26,US,EN,best marathon sneakers,17590,1210,0.63,46,4599.87
2026-05-18,US,EN,buy gym shoes,1961,134,0.81,4,338.08
2026-01-21,APAC,ZH,耐磨网球鞋,6834,279,2.14,2,201.0
2026-04-23,US,EN,best marathon sneakers,2003,139,6.23,0,0.0
2026-03-04,US,EN,buy gym shoes,5780,389,4.41,4,246.17
2026-03-30,APAC,ZH,ランニングシューズ 評価,8800,414,4.65,2,123.86
2026-03-18,US,EN,running shoes online,16085,485,1.21,11,598.84
2026-05-07,APAC,JP,東京 マラソン 靴,19709,334,4.96,2,187.35
2026-04-29,US,EN,discount sports shoes,9620,428,0.54,17,1202.59
2026-02-19,US,EN,best marathon sneakers,16543,1046,1.05,22,1869.51
2026-01-27,APAC,JP,ランニングシューズ 評価,15053,275,5.89,0,0.0
2026-05-16,APAC,ZH,cross-border sports sneakers,10136,226,3.82,1,93.51
2026-06-07,US,EN,affordable athletic footwear,1962,77,6.74,0,0.0
2026-05-03,APAC,JP,cross-border sports sneakers,13532,425,3.2,3,206.77
2026-01-30,US,EN,discount sports shoes,19954,528,0.82,19,2615.94
2026-01-18,APAC,ZH,ランニングシューズ 評価,9584,232,7.42,0,0.0
2026-01-23,US,EN,best marathon sneakers,7296,514,6.46,4,306.11
2026-02-07,US,EN,discount sports shoes,16716,1092,0.62,30,2281.64
2026-04-15,APAC,EN,東京 マラソン 靴,16689,450,18.95,0,0.0
2026-01-30,APAC,JP,ランニングシューズ 評価,15877,712,8.02,2,166.71
2026-04-29,APAC,ZH,東京 マラソン 靴,15884,497,1.73,6,486.87
2026-01-30,US,EN,buy gym shoes,16169,743,0.62,28,2380.0
2026-03-15,APAC,JP,跑步鞋推荐2026,14142,311,12.61,0,0.0
2026-03-12,US,EN,running shoes online,12759,642,0.81,15,977.72
2026-06-16,US,EN,running shoes online,16877,1187,2.17,17,1275.96
2026-01-17,US,EN,buy gym shoes,17463,1192,1.32,30,2517.57
2026-03-10,APAC,JP,cross-border sports sneakers,6700,237,3.48,1,98.47
2026-04-16,US,EN,discount sports shoes,16237,1247,1.35,28,2512.74
2026-06-29,US,EN,affordable athletic footwear,4606,359,1.69,7,525.07
2026-03-20,APAC,EN,東京 マラソン 靴,6111,205,6.56,0,0.0
2026-05-21,US,EN,buy gym shoes,15892,403,1.28,9,776.12
2026-01-07,US,EN,discount sports shoes,6621,320,1.96,7,528.8
2026-03-09,APAC,JP,耐磨网球鞋,2492,99,5.31,0,0.0
2026-03-01,APAC,ZH,cross-border sports sneakers,14624,541,3.92,2,164.94
2026-04-15,US,EN,running shoes online,14042,1021,1.81,27,2293.73
2026-06-23,APAC,ZH,cross-border sports sneakers,11139,346,13.54,0,0.0
2026-02-04,US,EN,affordable athletic footwear,7467,242,2.45,4,340.0
2026-01-29,US,EN,discount sports shoes,6463,430,1.6,9,758.32
2026-04-10,US,EN,buy gym shoes,10034,524,1.13,13,1440.63
2026-04-29,US,EN,discount sports shoes,9766,208,0.86,6,509.66
2026-02-03,US,EN,discount sports shoes,12398,875,1.67,15,1364.6
2026-05-16,APAC,EN,東京 マラソン 靴,5857,116,1.28,1,67.64
2026-01-04,US,EN,running shoes online,6304,208,1.06,6,529.91
2026-03-07,APAC,JP,東京 マラソン 靴,18945,350,8.52,0,0.0
2026-04-04,US,EN,affordable athletic footwear,1023,69,2.32,1,98.59
2026-02-26,US,EN,running shoes online,9137,369,0.54,11,915.24
2026-04-03,US,EN,affordable athletic footwear,13155,602,0.93,21,2430.7
2026-05-12,US,EN,best marathon sneakers,14616,1051,1.21,22,2158.43
2026-03-26,US,EN,buy gym shoes,1506,110,3.6,1,94.32
2026-05-28,US,EN,discount sports shoes,11650,733,2.36,16,931.46
2026-04-23,US,EN,buy gym shoes,14997,793,2.52,13,973.74
2026-04-07,US,EN,affordable athletic footwear,5312,347,0.65,11,1266.22
2026-02-24,APAC,JP,ランニングシューズ 評価,14688,323,2.61,2,170.0
2026-01-06,APAC,ZH,東京 マラソン 靴,18800,851,1.37,9,922.03
2026-01-29,US,EN,running shoes online,1047,42,1.67,0,0.0
2026-03-21,US,EN,best marathon sneakers,19315,828,0.54,29,1956.76
2026-04-10,US,EN,buy gym shoes,13681,1027,0.99,29,2652.22
2026-05-13,US,EN,buy gym shoes,5030,202,1.14,6,640.51
2026-06-14,US,EN,best marathon sneakers,12999,521,0.97,18,2216.24
2026-05-17,US,EN,discount sports shoes,11489,251,1.96,5,402.05
2026-02-06,US,EN,discount sports shoes,10075,390,2.24,8,751.81
2026-06-16,APAC,JP,東京 マラソン 靴,16650,706,16.94,0,0.0
2026-03-04,US,EN,affordable athletic footwear,13435,633,2.65,10,967.74
2026-02-09,APAC,ZH,東京 マラソン 靴,1702,34,8.29,0,0.0
2026-03-05,US,EN,running shoes online,18042,1021,0.91,36,3373.58
2026-05-02,APAC,EN,cross-border sports sneakers,18747,831,2.03,9,677.34
2026-05-11,APAC,EN,東京 マラソン 靴,6539,279,3.19,2,183.58
2026-02-12,APAC,JP,東京 マラソン 靴,5267,110,2.91,0,0.0
2026-05-05,US,EN,running shoes online,14920,1152,6.72,9,722.91
2026-01-25,US,EN,running shoes online,2620,169,0.77,6,703.29
2026-02-24,US,EN,running shoes online,13352,944,4.75,8,504.98
2026-04-16,US,EN,buy gym shoes,13874,1013,2.24,22,1904.47
2026-02-05,APAC,EN,東京 マラソン 靴,8339,149,3.04,0,0.0
2026-04-18,APAC,JP,東京 マラソン 靴,19827,406,3.88,1,83.6
2026-04-13,APAC,ZH,跑步鞋推荐2026,14909,412,1.61,5,369.32
2026-01-19,APAC,EN,東京 マラソン 靴,15831,528,4.16,2,140.46
2026-05-24,US,EN,buy gym shoes,12812,473,1.31,15,1307.44
2026-04-04,US,EN,running shoes online,10329,484,0.53,16,1365.85
2026-04-09,US,EN,affordable athletic footwear,14527,948,2.9,10,911.9
2026-05-10,APAC,JP,耐磨网球鞋,6549,294,17.74,0,0.0
2026-05-08,US,EN,affordable athletic footwear,10691,502,4.99,5,409.92
2026-02-28,US,EN,running shoes online,4040,275,0.64,7,590.62
2026-02-17,US,EN,best marathon sneakers,9084,631,1.14,18,1419.86
2026-05-06,APAC,ZH,ランニングシューズ 評価,14704,319,17.24,0,0.0
2026-01-03,APAC,JP,跑步鞋推荐2026,8530,145,4.62,0,0.0
2026-06-03,US,EN,buy gym shoes,16538,602,3.04,8,496.29
2026-04-02,US,EN,running shoes online,14846,911,1.11,27,1948.64
2026-05-22,US,EN,best marathon sneakers,9673,656,1.06,19,1700.52
2026-04-25,APAC,JP,耐磨网球鞋,2093,71,3.62,0,0.0
2026-06-01,APAC,ZH,跑步鞋推荐2026,5136,114,6.74,0,0.0
2026-06-12,US,EN,affordable athletic footwear,15760,432,2.16,10,850.78
2026-04-26,APAC,ZH,耐磨网球鞋,12458,391,2.81,2,125.32
2026-01-06,US,EN,best marathon sneakers,8945,625,1.34,18,1278.78
2026-02-05,US,EN,discount sports shoes,3903,117,0.87,4,390.92
2026-01-29,APAC,JP,ランニングシューズ 評価,8564,371,3.84,2,114.05
2026-05-21,APAC,EN,耐磨网球鞋,18169,449,2.44,3,210.92
2026-05-16,US,EN,running shoes online,13133,505,1.24,13,1050.99
2026-05-23,APAC,ZH,ランニングシューズ 評価,17487,350,2.48,3,254.29
2026-02-02,US,EN,running shoes online,10769,476,1.72,8,680.0
2026-03-30,US,EN,best marathon sneakers,16925,1017,0.93,30,2168.07
2026-05-24,US,EN,discount sports shoes,5697,299,3.18,4,251.32
2026-03-26,APAC,ZH,東京 マラソン 靴,1030,36,3.3,0,0.0
2026-06-29,US,EN,best marathon sneakers,3737,219,0.72,6,434.77
2026-04-11,APAC,JP,ランニングシューズ 評価,15123,554,5.34,1,84.78
2026-03-22,APAC,ZH,耐磨网球鞋,16075,736,8.77,2,208.53
2026-06-11,US,EN,buy gym shoes,12163,302,2.03,4,233.92
2026-02-03,US,EN,discount sports shoes,3635,262,0.92,10,750.98
2026-05-07,US,EN,best marathon sneakers,14152,616,1.48,17,1787.71
2026-06-20,US,EN,best marathon sneakers,12288,460,2.61,8,675.35
2026-04-15,US,EN,best marathon sneakers,17414,1034,1.52,22,1301.62
2026-01-22,APAC,ZH,東京 マラソン 靴,19439,790,17.53,1,72.04
2026-02-20,APAC,EN,跑步鞋推荐2026,6131,232,10.42,0,0.0
2026-01-04,US,EN,buy gym shoes,7672,157,5.81,1,100.19
2026-06-26,US,EN,buy gym shoes,9260,186,1.29,5,418.47
2026-06-16,APAC,ZH,跑步鞋推荐2026,15662,447,6.62,1,82.9
2026-01-01,US,EN,affordable athletic footwear,7363,390,1.88,7,662.71
2026-06-18,US,EN,best marathon sneakers,4962,148,0.58,6,489.09
2026-06-27,US,EN,best marathon sneakers,18792,916,0.71,24,2393.4
2026-01-17,US,EN,best marathon sneakers,7621,371,0.84,14,1076.03
2026-01-08,US,EN,affordable athletic footwear,16630,1132,1.35,36,3384.36
2026-03-08,US,EN,affordable athletic footwear,12300,355,0.69,14,1086.68
2026-04-03,APAC,JP,耐磨网球鞋,3908,144,1.52,1,62.82
2026-04-28,US,EN,running shoes online,19715,753,1.0,23,1796.2
2026-03-27,APAC,ZH,ランニングシューズ 評価,10533,264,2.24,1,85.0
2026-03-07,APAC,ZH,東京 マラソン 靴,9447,168,1.98,1,75.15
2026-01-02,APAC,ZH,cross-border sports sneakers,9494,396,17.72,0,0.0
2026-01-17,US,EN,best marathon sneakers,12999,493,5.46,4,211.4
2026-03-14,US,EN,buy gym shoes,17333,811,2.5,10,874.82
2026-06-10,APAC,EN,ランニングシューズ 評価,19281,663,2.09,5,462.07
2026-04-18,APAC,ZH,耐磨网球鞋,6396,110,2.07,1,87.87
2026-04-17,US,EN,buy gym shoes,13956,780,0.52,24,2110.04
2026-05-14,APAC,ZH,ランニングシューズ 評価,4997,203,9.55,0,0.0
2026-06-29,APAC,ZH,跑步鞋推荐2026,10082,477,3.82,2,191.18
2026-04-11,APAC,ZH,東京 マラソン 靴,16026,514,10.37,1,92.22
2026-02-14,APAC,JP,耐磨网球鞋,8558,155,2.09,1,104.68
2026-01-01,APAC,ZH,cross-border sports sneakers,15867,540,5.06,3,223.42
2026-03-21,US,EN,discount sports shoes,12028,422,0.89,9,785.1
2026-02-20,APAC,ZH,跑步鞋推荐2026,12748,382,11.67,0,0.0
2026-05-19,US,EN,best marathon sneakers,10343,570,0.61,23,1766.61
2026-01-22,APAC,ZH,ランニングシューズ 評価,8885,290,1.71,3,210.16
2026-06-11,US,EN,affordable athletic footwear,10461,502,0.88,15,1362.01
2026-05-09,APAC,JP,ランニングシューズ 評価,3483,52,7.42,0,0.0
2026-03-18,US,EN,affordable athletic footwear,5225,227,0.99,5,439.75
2026-02-18,US,EN,best marathon sneakers,1172,66,0.61,3,219.23
2026-04-20,US,EN,running shoes online,2919,65,2.15,1,64.76
2026-02-18,US,EN,best marathon sneakers,9737,570,1.51,16,1218.43
2026-06-19,US,EN,discount sports shoes,4134,136,0.82,3,270.84
2026-04-02,US,EN,discount sports shoes,2730,64,0.85,2,223.79
2026-06-26,US,EN,affordable athletic footwear,17045,407,1.41,8,788.4
2026-01-13,US,EN,affordable athletic footwear,2897,107,2.23,2,203.89
2026-04-04,APAC,EN,ランニングシューズ 評価,1544,64,2.22,0,0.0
2026-05-22,APAC,JP,cross-border sports sneakers,2103,86,2.13,0,0.0
2026-06-13,APAC,ZH,東京 マラソン 靴,9290,314,3.91,1,86.1
2026-03-10,APAC,EN,跑步鞋推荐2026,11723,200,4.05,1,95.17
2026-02-15,APAC,JP,跑步鞋推荐2026,3663,66,1.74,0,0.0
2026-01-15,APAC,EN,東京 マラソン 靴,14164,507,3.8,2,138.75
2026-03-28,APAC,JP,耐磨网球鞋,17466,601,11.58,1,83.2
2026-05-16,US,EN,affordable athletic footwear,11432,602,0.95,17,1514.36
2026-05-02,US,EN,affordable athletic footwear,11924,923,1.72,25,2259.92
2026-01-11,APAC,ZH,東京 マラソン 靴,7669,321,22.14,0,0.0
2026-05-31,US,EN,affordable athletic footwear,13809,738,1.15,15,1317.41
2026-06-22,US,EN,running shoes online,16110,357,4.74,3,263.15
2026-04-20,APAC,ZH,耐磨网球鞋,17874,470,3.99,3,186.6
2026-04-15,APAC,ZH,東京 マラソン 靴,2887,56,4.06,0,0.0
2026-06-04,US,EN,running shoes online,18346,1396,1.62,26,1648.16
2026-01-31,US,EN,best marathon sneakers,4492,245,1.75,4,298.22
2026-06-24,US,EN,buy gym shoes,5704,328,1.22,8,756.54
2026-04-14,APAC,ZH,ランニングシューズ 評価,5362,128,5.11,0,0.0
2026-03-07,APAC,JP,東京 マラソン 靴,11047,421,24.11,0,0.0
2026-04-18,US,EN,affordable athletic footwear,16964,1108,1.75,27,1990.12
2026-04-22,APAC,EN,東京 マラソン 靴,4095,63,2.41,0,0.0
2026-03-02,US,EN,discount sports shoes,6253,409,1.22,13,761.8
2026-01-08,APAC,JP,跑步鞋推荐2026,19731,428,2.95,4,292.29
2026-03-06,US,EN,discount sports shoes,12192,449,1.16,10,689.82
2026-06-02,US,EN,buy gym shoes,3913,237,5.65,1,90.4
2026-01-17,US,EN,affordable athletic footwear,2605,156,4.56,1,75.83
2026-06-07,US,EN,affordable athletic footwear,19398,659,1.88,15,1365.56
2026-06-01,US,EN,discount sports shoes,5769,351,1.29,6,497.95
2026-04-25,US,EN,discount sports shoes,13466,720,1.95,15,1332.9
2026-02-21,APAC,ZH,耐磨网球鞋,10319,189,6.44,0,0.0
2026-03-04,APAC,ZH,ランニングシューズ 評価,2314,70,2.61,0,0.0
2026-03-02,US,EN,running shoes online,8711,557,1.03,12,773.18
2026-03-18,US,EN,buy gym shoes,4798,331,2.35,7,772.11
2026-04-29,US,EN,running shoes online,18416,594,1.59,17,1747.49
2026-03-31,APAC,ZH,跑步鞋推荐2026,2393,54,4.15,0,0.0
2026-02-01,US,EN,running shoes online,15456,358,1.65,10,503.12
2026-04-19,US,EN,running shoes online,6379,427,0.78,18,846.28
2026-02-04,US,EN,running shoes online,16813,807,2.3,12,941.99
2026-01-16,US,EN,discount sports shoes,14980,379,1.71,7,679.94
2026-05-17,APAC,JP,cross-border sports sneakers,10673,258,1.37,2,159.5
2026-01-19,APAC,JP,cross-border sports sneakers,18840,573,9.33,1,81.77
2026-06-17,APAC,ZH,跑步鞋推荐2026,15574,740,4.29,4,335.92
2026-02-09,APAC,EN,ランニングシューズ 評価,1658,73,4.5,0,0.0
2026-06-23,APAC,ZH,跑步鞋推荐2026,5956,275,2.59,2,170.13
2026-04-19,APAC,EN,東京 マラソン 靴,13702,484,1.26,7,605.57
2026-05-11,US,EN,best marathon sneakers,3786,166,1.83,4,377.8
2026-06-03,APAC,EN,東京 マラソン 靴,7145,254,6.42,1,77.81
2026-04-11,APAC,JP,跑步鞋推荐2026,10972,181,5.71,0,0.0
2026-03-13,APAC,JP,耐磨网球鞋,13564,503,1.62,5,472.5
2026-03-11,US,EN,running shoes online,16681,1120,2.93,13,444.61
2026-01-05,US,EN,best marathon sneakers,5239,170,0.92,6,500.73
2026-01-27,US,EN,discount sports shoes,17577,506,1.11,13,1045.92
2026-06-21,US,EN,affordable athletic footwear,11490,356,1.1,13,938.7
2026-02-07,APAC,ZH,cross-border sports sneakers,18739,519,2.33,4,340.0
2026-03-30,APAC,JP,cross-border sports sneakers,9374,441,3.47,2,202.94
2026-03-12,APAC,JP,耐磨网球鞋,18400,610,2.52,5,346.39
2026-03-19,APAC,EN,跑步鞋推荐2026,1309,34,4.48,0,0.0
2026-05-08,APAC,ZH,耐磨网球鞋,6108,101,1.35,0,0.0
2026-06-18,APAC,ZH,ランニングシューズ 評価,14419,254,6.4,1,85.0
2026-02-27,APAC,ZH,耐磨网球鞋,9569,408,8.01,1,106.92
2026-06-06,US,EN,discount sports shoes,5926,126,0.88,3,278.78
2026-06-28,US,EN,affordable athletic footwear,14921,411,2.87,7,701.14
2026-04-06,APAC,EN,跑步鞋推荐2026,15299,724,2.76,6,642.18
2026-03-04,US,EN,affordable athletic footwear,9689,253,5.47,1,71.25
2026-01-19,APAC,EN,跑步鞋推荐2026,940,34,1.83,0,0.0
2026-06-04,APAC,EN,耐磨网球鞋,13106,471,7.12,1,86.07
2026-04-04,APAC,ZH,耐磨网球鞋,16629,740,3.53,4,359.72
2026-04-24,US,EN,buy gym shoes,12346,485,1.08,15,1295.75
2026-02-22,APAC,ZH,cross-border sports sneakers,12664,617,1.53,8,680.0
2026-04-07,APAC,ZH,ランニングシューズ 評価,15768,658,8.94,2,206.38
2026-06-22,APAC,EN,ランニングシューズ 評価,18740,730,4.64,4,409.79
2026-01-11,US,EN,affordable athletic footwear,12603,431,6.59,3,213.97
2026-04-30,APAC,ZH,耐磨网球鞋,12264,532,9.12,1,101.14
2026-04-15,APAC,ZH,cross-border sports sneakers,18509,302,5.6,1,89.46
2026-01-10,US,EN,buy gym shoes,2937,189,2.36,3,242.21
2026-03-27,APAC,EN,跑步鞋推荐2026,17798,312,4.91,2,208.38
2026-01-20,US,EN,buy gym shoes,18343,435,1.04,15,983.3
2026-05-27,APAC,JP,東京 マラソン 靴,5504,227,4.01,0,0.0
2026-03-29,US,EN,best marathon sneakers,3378,242,1.63,5,457.4
2026-05-10,APAC,ZH,跑步鞋推荐2026,16858,783,3.17,6,665.89
2026-06-17,US,EN,discount sports shoes,16764,742,0.87,19,1611.38
2026-05-26,US,EN,affordable athletic footwear,14520,317,0.67,8,879.4
2026-03-23,APAC,ZH,cross-border sports sneakers,6378,230,3.09,2,182.91
2026-01-02,US,EN,affordable athletic footwear,18675,1369,1.63,38,4097.7
2026-02-16,APAC,ZH,跑步鞋推荐2026,1646,34,7.83,0,0.0
2026-06-26,US,EN,affordable athletic footwear,12946,944,1.09,20,1700.0
2026-04-29,APAC,ZH,ランニングシューズ 評価,18754,346,14.33,0,0.0
2026-05-31,APAC,EN,東京 マラソン 靴,514,16,5.92,0,0.0
2026-02-16,US,EN,running shoes online,5235,276,0.5,9,852.2
2026-03-20,US,EN,discount sports shoes,10397,404,1.1,11,923.05
2026-05-04,APAC,ZH,東京 マラソン 靴,3262,86,16.85,0,0.0
2026-03-30,US,EN,affordable athletic footwear,2298,130,0.71,5,453.51
2026-06-22,US,EN,best marathon sneakers,683,37,2.44,0,0.0
2026-03-23,US,EN,running shoes online,8946,197,4.85,2,230.4
2026-01-21,US,EN,buy gym shoes,18049,462,1.73,12,961.9
2026-06-24,US,EN,running shoes online,14615,1089,1.34,22,1688.41
2026-02-01,US,EN,buy gym shoes,2369,125,1.66,2,166.64
2026-01-19,US,EN,running shoes online,9090,499,2.98,6,580.14
2026-05-26,APAC,ZH,ランニングシューズ 評価,9517,347,16.64,0,0.0
2026-01-24,US,EN,running shoes online,9655,729,1.55,17,1612.68
2026-06-24,APAC,EN,耐磨网球鞋,10464,180,3.44,1,81.08
2026-04-16,APAC,ZH,耐磨网球鞋,3554,163,2.86,1,69.37
2026-06-07,US,EN,discount sports shoes,8584,669,3.75,6,383.9
2026-04-03,US,EN,discount sports shoes,3264,78,1.08,2,115.92
2026-03-26,APAC,ZH,耐磨网球鞋,3591,81,1.93,0,0.0
2026-05-29,US,EN,discount sports shoes,17716,842,0.58,24,1946.03
2026-02-17,APAC,ZH,東京 マラソン 靴,12873,539,5.26,1,77.35
2026-06-22,APAC,JP,ランニングシューズ 評価,9174,161,7.2,0,0.0
2026-05-09,US,EN,buy gym shoes,16545,350,1.82,5,460.16
2026-01-22,US,EN,running shoes online,6118,160,0.63,4,294.38
2026-02-25,US,EN,affordable athletic footwear,18472,803,0.91,22,1034.24
2026-06-17,US,EN,best marathon sneakers,13572,831,1.24,25,1781.55
2026-02-07,US,EN,best marathon sneakers,18922,700,0.88,21,1776.76
2026-01-19,APAC,ZH,東京 マラソン 靴,2541,58,3.73,0,0.0
2026-05-27,US,EN,best marathon sneakers,17563,1064,4.55,13,946.63
2026-04-03,US,EN,buy gym shoes,16868,600,2.74,9,542.68
2026-04-24,US,EN,best marathon sneakers,14629,546,3.19,8,680.0
2026-04-24,APAC,ZH,東京 マラソン 靴,12314,268,26.05,0,0.0
2026-06-24,APAC,ZH,東京 マラソン 靴,19630,432,1.74,5,419.74
2026-02-27,US,EN,running shoes online,15889,638,1.36,16,1568.15
2026-06-25,APAC,EN,東京 マラソン 靴,16000,690,9.11,1,84.71
2026-02-14,APAC,JP,東京 マラソン 靴,17400,512,3.08,3,178.81
2026-01-28,US,EN,running shoes online,11816,382,0.69,17,1590.28
2026-03-01,APAC,JP,ランニングシューズ 評価,17907,628,13.35,1,69.66
2026-01-05,US,EN,discount sports shoes,16707,351,5.88,2,121.48
2026-05-26,US,EN,affordable athletic footwear,3057,90,2.81,1,98.85
2026-06-14,APAC,EN,耐磨网球鞋,19148,954,3.47,5,395.32
2026-01-25,APAC,ZH,耐磨网球鞋,12572,320,2.32,2,168.35
2026-06-15,APAC,EN,東京 マラソン 靴,6551,141,13.25,0,0.0
2026-05-09,US,EN,running shoes online,2707,69,4.34,0,0.0
2026-06-17,APAC,EN,東京 マラソン 靴,1561,61,1.52,0,0.0
2026-04-05,US,EN,best marathon sneakers,932,28,3.07,0,0.0
2026-06-16,US,EN,buy gym shoes,2532,179,5.41,1,54.92
2026-04-05,US,EN,best marathon sneakers,4856,273,2.91,3,286.73
2026-03-17,US,EN,discount sports shoes,5671,421,2.4,8,773.82
2026-06-02,US,EN,discount sports shoes,19460,452,1.14,15,1209.5
2026-05-31,US,EN,running shoes online,9869,426,0.97,11,769.87
2026-06-20,APAC,ZH,cross-border sports sneakers,12529,529,16.9,0,0.0
2026-05-05,APAC,ZH,cross-border sports sneakers,17503,423,2.65,2,176.85
2026-02-17,US,EN,best marathon sneakers,12223,713,1.73,14,1378.52
2026-02-07,US,EN,discount sports shoes,3664,139,1.01,3,233.11
2026-03-31,US,EN,running shoes online,8486,185,2.74,2,156.5
2026-01-24,APAC,ZH,cross-border sports sneakers,2749,62,2.96,0,0.0
2026-05-13,US,EN,best marathon sneakers,8987,205,1.92,3,246.14
2026-05-25,APAC,JP,cross-border sports sneakers,15952,363,4.97,1,85.2
2026-06-14,US,EN,running shoes online,14698,364,1.9,7,560.14
2026-01-15,US,EN,running shoes online,15515,777,1.6,22,1823.31
2026-01-20,US,EN,discount sports shoes,3813,229,2.84,4,237.61
2026-06-07,APAC,ZH,東京 マラソン 靴,2674,116,2.04,0,0.0
2026-05-24,APAC,ZH,耐磨网球鞋,16728,412,8.81,1,99.78
2026-02-13,US,EN,running shoes online,17545,876,2.26,11,1083.32
2026-05-12,APAC,JP,東京 マラソン 靴,5324,175,2.35,1,75.87
2026-06-08,US,EN,affordable athletic footwear,18781,713,0.78,19,836.05
2026-06-03,US,EN,best marathon sneakers,1573,51,0.96,1,81.09
2026-02-10,US,EN,buy gym shoes,10969,285,9.14,1,87.83
2026-03-17,US,EN,discount sports shoes,7923,186,2.62,3,231.12
2026-05-10,APAC,JP,耐磨网球鞋,15361,584,9.42,2,149.82
2026-01-08,US,EN,best marathon sneakers,16046,1252,2.77,23,1755.44
2026-03-19,APAC,JP,cross-border sports sneakers,2878,74,4.63,0,0.0
2026-06-01,APAC,JP,cross-border sports sneakers,11102,186,2.06,1,74.08
2026-04-17,US,EN,running shoes online,6594,447,0.73,17,1400.06
2026-02-09,US,EN,affordable athletic footwear,16156,899,2.42,19,1705.89
2026-04-15,APAC,EN,ランニングシューズ 評価,12101,226,6.56,0,0.0
2026-06-02,US,EN,discount sports shoes,11048,599,0.83,23,1458.24
2026-03-03,US,EN,best marathon sneakers,638,49,0.61,1,99.64
2026-02-27,US,EN,best marathon sneakers,2128,60,0.71,1,121.72
2026-03-12,APAC,JP,cross-border sports sneakers,6455,231,7.96,0,0.0
2026-06-09,APAC,EN,ランニングシューズ 評価,14624,269,3.55,1,81.16
2026-04-27,APAC,ZH,ランニングシューズ 評価,6442,291,5.07,1,77.17
2026-03-28,APAC,EN,cross-border sports sneakers,14008,460,8.53,1,58.12
2026-06-23,US,EN,affordable athletic footwear,8772,360,1.89,7,478.53
2026-04-13,US,EN,affordable athletic footwear,912,61,4.57,0,0.0
2026-06-03,APAC,EN,東京 マラソン 靴,11698,401,2.45,4,320.73
2026-02-11,US,EN,affordable athletic footwear,6691,379,1.59,10,1015.58
2026-01-07,US,EN,running shoes online,12323,759,1.43,24,2272.1
2026-02-25,US,EN,best marathon sneakers,610,33,2.89,0,0.0
2026-06-24,APAC,ZH,ランニングシューズ 評価,11708,358,1.67,4,313.34
2026-06-27,US,EN,discount sports shoes,11640,263,2.53,5,479.8
2026-06-22,APAC,ZH,cross-border sports sneakers,17897,709,1.37,6,453.06
2026-03-09,APAC,EN,cross-border sports sneakers,3986,178,7.1,0,0.0
2026-02-13,US,EN,discount sports shoes,6408,366,1.78,8,440.3
2026-06-02,APAC,JP,ランニングシューズ 評価,3757,153,6.42,0,0.0
2026-02-21,APAC,JP,東京 マラソン 靴,2520,79,7.92,0,0.0
2026-05-26,APAC,ZH,東京 マラソン 靴,13999,498,1.43,5,525.14
2026-05-15,APAC,ZH,耐磨网球鞋,15085,701,11.29,2,167.86
2026-01-22,APAC,ZH,ランニングシューズ 評価,8040,276,2.26,3,219.93
2026-01-04,US,EN,buy gym shoes,1294,81,1.95,1,69.71
2026-06-06,US,EN,running shoes online,15187,561,1.88,14,1095.25
2026-04-28,APAC,JP,東京 マラソン 靴,9080,387,2.0,3,280.85
2026-06-17,US,EN,affordable athletic footwear,16404,362,1.15,9,972.03
2026-06-29,APAC,ZH,耐磨网球鞋,19568,560,7.26,2,158.49
2026-04-24,US,EN,running shoes online,1093,43,1.59,0,0.0
2026-03-01,US,EN,discount sports shoes,5733,403,4.77,3,322.01
2026-06-18,US,EN,discount sports shoes,15229,454,1.63,9,1042.44
2026-03-14,US,EN,best marathon sneakers,13486,1035,0.97,37,2959.18
2026-01-15,US,EN,discount sports shoes,7477,273,0.62,13,1298.44
2026-05-03,US,EN,affordable athletic footwear,10558,595,1.12,15,1150.5
2026-03-18,US,EN,discount sports shoes,2601,133,0.56,5,456.42
2026-02-26,US,EN,best marathon sneakers,5406,338,2.03,7,763.74
2026-04-04,US,EN,discount sports shoes,10248,450,1.14,15,1654.18
2026-04-09,US,EN,affordable athletic footwear,2002,54,4.25,0,0.0
2026-06-12,US,EN,running shoes online,2632,167,1.17,3,264.8
2026-03-31,APAC,ZH,cross-border sports sneakers,7151,279,3.66,1,110.15
2026-01-19,US,EN,affordable athletic footwear,6534,477,1.14,16,1415.47
2026-05-29,APAC,JP,ランニングシューズ 評価,19307,630,1.34,9,745.27
2026-05-21,US,EN,discount sports shoes,1252,97,2.12,1,73.04
2026-01-21,US,EN,running shoes online,4101,89,0.75,3,285.77
2026-03-29,APAC,ZH,ランニングシューズ 評価,4974,135,5.97,0,0.0
2026-01-26,APAC,EN,ランニングシューズ 評価,13518,522,17.18,1,96.04
2026-02-25,US,EN,affordable athletic footwear,15578,1104,1.79,26,2756.81
2026-01-31,APAC,ZH,東京 マラソン 靴,12323,603,4.73,3,217.87
